ref_area.label,indicator.label,source.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Mexico,Mean nominal hourly labour cost per employee by economic activity (local currency),MEX - ES - Encuesta Industrial Mensual,Economic activity (ISIC-Rev.4): C. Manufacturing,2018,81.21,,,Currency: MEX - New Peso (MXN) | Labour cost concept: Compensation of employees | Time unit: Per year | Accounting concept: Net | Working time arrangement coverage: Full-time and part time workers,
North Macedonia,Mean nominal hourly labour cost per employee by economic activity (local currency),MKD - ES - Survey on employees and net wages,Economic activity (ISIC-Rev.4): C. Manufacturing,2008,246,,,Currency: MKD - Denar (MKD) | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding institutional population | System of national accounts: 1993 SNA
North Macedonia,Mean nominal hourly labour cost per employee by economic activity (local currency),MKD - ES - Survey on employees and net wages,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2012,247.1,,,Currency: MKD - Denar (MKD),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
North Macedonia,Mean nominal hourly labour cost per employee by economic activity (local currency),MKD - ES - Survey on employees and net wages,Economic activity (ISIC-Rev.4): C. Manufacturing,2012,159.5,,,Currency: MKD - Denar (MKD),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
North Macedonia,Mean nominal hourly labour cost per employee by economic activity (local currency),MKD - ES - Survey on employees and net wages,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2016,299.7,,,Currency: MKD - Denar (MKD),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
North Macedonia,Mean nominal hourly labour cost per employee by economic activity (local currency),MKD - ES - Survey on employees and net wages,Economic activity (ISIC-Rev.4): C. Manufacturing,2016,175.6,,,Currency: MKD - Denar (MKD),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Mean nominal hourly labour cost per employee by economic activity (local currency),MLT - EC - Labour Cost Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2009,7.59,,,Currency: MLT - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture | System of national accounts: 1993 SNA
Malta,Mean nominal hourly labour cost per employee by economic activity (local currency),MLT - EC - Labour Cost Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2009,9.03,,,Currency: MLT - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture | System of national accounts: 1993 SNA
Malta,Mean nominal hourly labour cost per employee by economic activity (local currency),MLT - EC - Labour Cost Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2016,7.5,,,Currency: MLT - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Mean nominal hourly labour cost per employee by economic activity (local currency),MLT - EC - Labour Cost Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2016,13,,,Currency: MLT - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Mean nominal hourly labour cost per employee by economic activity (local currency),MLT - EC - Labour Cost Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2017,7.3,,,Currency: MLT - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Mean nominal hourly labour cost per employee by economic activity (local currency),MLT - EC - Labour Cost Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2017,13.5,,,Currency: MLT - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Mean nominal hourly labour cost per employee by economic activity (local currency),MLT - EC - Labour Cost Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2018,7.2,,,Currency: MLT - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Mean nominal hourly labour cost per employee by economic activity (local currency),MLT - EC - Labour Cost Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2018,13.8,,,Currency: MLT - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Mean nominal hourly labour cost per employee by economic activity (local currency),MLT - EC - Labour Cost Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2019,7.1,,,Currency: MLT - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Malta,Mean nominal hourly labour cost per employee by economic activity (local currency),MLT - EC - Labour Cost Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2019,14.1,,,Currency: MLT - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Mongolia,Mean nominal hourly labour cost per employee by economic activity (local currency),MNG - ES - Sample survey on average wages and salaries of employees,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2011,1436905.3,,,Currency: MNG - Tögrög (MNT) | Working time arrangement coverage: Full-time and part time workers,Reference group coverage: Salaried employed / white collar / office workers | System of national accounts: 2008 SNA
Mongolia,Mean nominal hourly labour cost per employee by economic activity (local currency),MNG - ES - Sample survey on average wages and salaries of employees,Economic activity (ISIC-Rev.4): C. Manufacturing,2011,831767.9,,,Currency: MNG - Tögrög (MNT) | Working time arrangement coverage: Full-time and part time workers,Reference group coverage: Salaried employed / white collar / office workers | System of national accounts: 2008 SNA
Mongolia,Mean nominal hourly labour cost per employee by economic activity (local currency),MNG - ES - Sample survey on average wages and salaries of employees,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2012,1275937.2,,,Currency: MNG - Tögrög (MNT) | Working time arrangement coverage: Full-time and part time workers,Reference group coverage: Salaried employed / white collar / office workers | System of national accounts: 2008 SNA
Mongolia,Mean nominal hourly labour cost per employee by economic activity (local currency),MNG - ES - Sample survey on average wages and salaries of employees,Economic activity (ISIC-Rev.4): C. Manufacturing,2012,881078,,,Currency: MNG - Tögrög (MNT) | Working time arrangement coverage: Full-time and part time workers,Reference group coverage: Salaried employed / white collar / office workers | System of national accounts: 2008 SNA
Mauritius,Mean nominal hourly labour cost per employee by economic activity (local currency),MUS - HIES - Household Budget Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2011,235000,,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 1993 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity (local currency),MUS - HIES - Household Budget Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2011,176983.84201,,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 1993 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity (local currency),MUS - HIES - Household Budget Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2012,205652.17391,,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 1993 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity (local currency),MUS - HIES - Household Budget Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2012,185335.72068,,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 1993 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity (local currency),MUS - SNA - Census of economic activities and annual survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2013,455,,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 2008 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity (local currency),MUS - SNA - Census of economic activities and annual survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2013,20439,,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 2008 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity (local currency),MUS - SNA - Census of economic activities and annual survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2014,472,,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 2008 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity (local currency),MUS - SNA - Census of economic activities and annual survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2014,21308,,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 2008 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity (local currency),MUS - SNA - Census of economic activities and annual survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2015,423,,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 2008 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity (local currency),MUS - SNA - Census of economic activities and annual survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2015,21554,,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 2008 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity (local currency),MUS - SNA - Census of economic activities and annual survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2016,415,,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 2008 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity (local currency),MUS - SNA - Census of economic activities and annual survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2016,22190,,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 2008 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity (local currency),MUS - SNA - Census of economic activities and annual survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2017,425,,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 2008 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity (local currency),MUS - SNA - Census of economic activities and annual survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2017,22500,,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 2008 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity (local currency),MUS - SNA - Census of economic activities and annual survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2018,430,,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 2008 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity (local currency),MUS - SNA - Census of economic activities and annual survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2018,23200,,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Time unit: Per year | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 2008 SNA"
Nicaragua,Mean nominal hourly labour cost per employee by economic activity (local currency),NIC - ES - Encuesta Mensual de Empleo y Salario a establecimientos del sector formal,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2009,49.7,,,Currency: NIC - Cordoba (NIO) | Time unit: Per month | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time workers,Establishment size coverage: All establishments with at least 10 employees | System of national accounts: Nonstandard SNA
Nicaragua,Mean nominal hourly labour cost per employee by economic activity (local currency),NIC - ES - Encuesta Mensual de Empleo y Salario a establecimientos del sector formal,Economic activity (ISIC-Rev.4): C. Manufacturing,2009,22.5,,,Currency: NIC - Cordoba (NIO) | Time unit: Per month | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time workers,Establishment size coverage: All establishments with at least 10 employees | System of national accounts: Nonstandard SNA
Nicaragua,Mean nominal hourly labour cost per employee by economic activity (local currency),NIC - ES - Encuesta Mensual de Empleo y Salario a establecimientos del sector formal,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2010,50.5,,,Currency: NIC - Cordoba (NIO) | Time unit: Per month | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time workers,Establishment size coverage: All establishments with at least 10 employees | System of national accounts: Nonstandard SNA
Nicaragua,Mean nominal hourly labour cost per employee by economic activity (local currency),NIC - ES - Encuesta Mensual de Empleo y Salario a establecimientos del sector formal,Economic activity (ISIC-Rev.4): C. Manufacturing,2010,23.5,,,Currency: NIC - Cordoba (NIO) | Time unit: Per month | Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time workers,Establishment size coverage: All establishments with at least 10 employees | System of national accounts: Nonstandard SNA
Netherlands,Mean nominal hourly labour cost per employee by economic activity (local currency),NLD - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2011,57.9,,,Currency: NLD - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 1993 SNA
Netherlands,Mean nominal hourly labour cost per employee by economic activity (local currency),NLD - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,2011,31.6,,,Currency: NLD - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 1993 SNA
Netherlands,Mean nominal hourly labour cost per employee by economic activity (local currency),NLD - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2012,57.7,,,Currency: NLD - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Mean nominal hourly labour cost per employee by economic activity (local currency),NLD - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,2012,33.1,,,Currency: NLD - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Mean nominal hourly labour cost per employee by economic activity (local currency),NLD - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2016,64.9,,,Currency: NLD - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Mean nominal hourly labour cost per employee by economic activity (local currency),NLD - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,2016,35.9,,,Currency: NLD - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Mean nominal hourly labour cost per employee by economic activity (local currency),NLD - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2017,57.9,,,Currency: NLD - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Mean nominal hourly labour cost per employee by economic activity (local currency),NLD - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,2017,36.7,,,Currency: NLD - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Mean nominal hourly labour cost per employee by economic activity (local currency),NLD - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2018,59.5,,,Currency: NLD - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Mean nominal hourly labour cost per employee by economic activity (local currency),NLD - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,2018,37.7,,,Currency: NLD - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Norway,Mean nominal hourly labour cost per employee by economic activity (local currency),NOR - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2012,746.1,,,Currency: NOR - Norwegian krone (NOK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Norway,Mean nominal hourly labour cost per employee by economic activity (local currency),NOR - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2012,396.5,,,Currency: NOR - Norwegian krone (NOK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Norway,Mean nominal hourly labour cost per employee by economic activity (local currency),NOR - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2016,831.2,,,Currency: NOR - Norwegian krone (NOK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Norway,Mean nominal hourly labour cost per employee by economic activity (local currency),NOR - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2016,435.8,,,Currency: NOR - Norwegian krone (NOK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Norway,Mean nominal hourly labour cost per employee by economic activity (local currency),NOR - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2017,843.8,,,Currency: NOR - Norwegian krone (NOK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Norway,Mean nominal hourly labour cost per employee by economic activity (local currency),NOR - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2017,441.9,,,Currency: NOR - Norwegian krone (NOK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Norway,Mean nominal hourly labour cost per employee by economic activity (local currency),NOR - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2018,865.7,,,Currency: NOR - Norwegian krone (NOK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Norway,Mean nominal hourly labour cost per employee by economic activity (local currency),NOR - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2018,452.5,,,Currency: NOR - Norwegian krone (NOK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Norway,Mean nominal hourly labour cost per employee by economic activity (local currency),NOR - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2019,889.6,,,Currency: NOR - Norwegian krone (NOK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Norway,Mean nominal hourly labour cost per employee by economic activity (local currency),NOR - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2019,466.3,,,Currency: NOR - Norwegian krone (NOK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
New Zealand,Mean nominal hourly labour cost per employee by economic activity (local currency),NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2009,36.21,,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,"Data reference period: Fourth quarter | Geographical coverage: Total national, excluding overseas territories | System of national accounts: 2008 SNA"
New Zealand,Mean nominal hourly labour cost per employee by economic activity (local currency),NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2009,23.24,,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,"Data reference period: Fourth quarter | Geographical coverage: Total national, excluding overseas territories | System of national accounts: 2008 SNA"
New Zealand,Mean nominal hourly labour cost per employee by economic activity (local currency),NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2010,33.74,,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,"Data reference period: Fourth quarter | Geographical coverage: Total national, excluding overseas territories | System of national accounts: 2008 SNA"
New Zealand,Mean nominal hourly labour cost per employee by economic activity (local currency),NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2010,24.23,,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,"Data reference period: Fourth quarter | Geographical coverage: Total national, excluding overseas territories | System of national accounts: 2008 SNA"
New Zealand,Mean nominal hourly labour cost per employee by economic activity (local currency),NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2014,39.7,,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,"Data reference period: Fourth quarter | Geographical coverage: Total national, excluding overseas territories | System of national accounts: 2008 SNA"
New Zealand,Mean nominal hourly labour cost per employee by economic activity (local currency),NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2014,27.14,,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,"Data reference period: Fourth quarter | Geographical coverage: Total national, excluding overseas territories | System of national accounts: 2008 SNA"
New Zealand,Mean nominal hourly labour cost per employee by economic activity (local currency),NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2015,41.94,,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,"Data reference period: Fourth quarter | Geographical coverage: Total national, excluding overseas territories | System of national accounts: 2008 SNA"
New Zealand,Mean nominal hourly labour cost per employee by economic activity (local currency),NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2015,28.22,,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,"Data reference period: Fourth quarter | Geographical coverage: Total national, excluding overseas territories | System of national accounts: 2008 SNA"
New Zealand,Mean nominal hourly labour cost per employee by economic activity (local currency),NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2016,42.71,,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
New Zealand,Mean nominal hourly labour cost per employee by economic activity (local currency),NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2016,28.7,,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
New Zealand,Mean nominal hourly labour cost per employee by economic activity (local currency),NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2017,38.24,,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
New Zealand,Mean nominal hourly labour cost per employee by economic activity (local currency),NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2017,29.23,,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
New Zealand,Mean nominal hourly labour cost per employee by economic activity (local currency),NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2018,36.58,,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
New Zealand,Mean nominal hourly labour cost per employee by economic activity (local currency),NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2018,29.98,,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
New Zealand,Mean nominal hourly labour cost per employee by economic activity (local currency),NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2019,41.19,,,Currency: NZL - New Zealand dollar (NZD) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,"Data reference period: Fourth quarter | Geographical coverage: Total national, excluding overseas territories | System of national accounts: 2008 SNA"
New Zealand,Mean nominal hourly labour cost per employee by economic activity (local currency),NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2019,30.78,,,Currency: NZL - New Zealand dollar (NZD) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,"Data reference period: Fourth quarter | Geographical coverage: Total national, excluding overseas territories | System of national accounts: 2008 SNA"
Philippines,Mean nominal hourly labour cost per employee by economic activity (local currency),PHL - ES - Integrated Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,2013,107.81,,,Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
Philippines,Mean nominal hourly labour cost per employee by economic activity (local currency),PHL - ES - Integrated Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,2013,87.18,,,Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
