ref_area.label,indicator.label,source.label,classif1.label,classif2.label,time,obs_value,note_classif.label,note_indicator.label,note_source.label
Mauritius,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,MUS - SNA - Census of economic activities and annual survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2014,0.01,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 2008 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,MUS - SNA - Census of economic activities and annual survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2014,0.32,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 2008 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,MUS - SNA - Census of economic activities and annual survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2015,0.01,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 2008 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,MUS - SNA - Census of economic activities and annual survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2015,0.28,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 2008 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,MUS - SNA - Census of economic activities and annual survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2016,0.01,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 2008 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,MUS - SNA - Census of economic activities and annual survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2016,0.28,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 2008 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,MUS - SNA - Census of economic activities and annual survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2017,0,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 2008 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,MUS - SNA - Census of economic activities and annual survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2017,0.29,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 2008 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,MUS - SNA - Census of economic activities and annual survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2018,0.01,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 2008 SNA"
Mauritius,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,MUS - SNA - Census of economic activities and annual survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2018,0.33,,Currency: MUS - Mauritian rupee (MUR) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,"Population coverage: Nationals, residents | System of national accounts: 2008 SNA"
Netherlands,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NLD - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2011,80.59,,Currency: NLD - Euro (EUR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 1993 SNA
Netherlands,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NLD - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2011,43.99,,Currency: NLD - Euro (EUR) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 1993 SNA
Netherlands,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NLD - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2012,74.13,,Currency: NLD - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NLD - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2012,42.53,,Currency: NLD - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NLD - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2016,71.84,,Currency: NLD - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NLD - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2016,39.74,,Currency: NLD - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NLD - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2017,65.41,,Currency: NLD - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NLD - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2017,41.46,,Currency: NLD - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NLD - SNA - National Accounts,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2018,70.27,,Currency: NLD - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NLD - SNA - National Accounts,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2018,44.52,,Currency: NLD - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Norway,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NOR - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2012,128.25,,Currency: NOR - Norwegian krone (NOK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Norway,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NOR - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2012,68.16,,Currency: NOR - Norwegian krone (NOK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Norway,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NOR - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2016,98.95,,Currency: NOR - Norwegian krone (NOK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Norway,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NOR - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2016,51.88,,Currency: NOR - Norwegian krone (NOK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Norway,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NOR - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2017,102.01,,Currency: NOR - Norwegian krone (NOK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Norway,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NOR - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2017,53.42,,Currency: NOR - Norwegian krone (NOK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Norway,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NOR - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2018,106.45,,Currency: NOR - Norwegian krone (NOK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Norway,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NOR - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2018,55.64,,Currency: NOR - Norwegian krone (NOK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Norway,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NOR - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2019,101.09,,Currency: NOR - Norwegian krone (NOK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Norway,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NOR - ES - Labour Cost Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2019,52.99,,Currency: NOR - Norwegian krone (NOK),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
New Zealand,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2009,22.62,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,"Data reference period: Fourth quarter | Geographical coverage: Total national, excluding overseas territories | System of national accounts: 2008 SNA"
New Zealand,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2009,14.52,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,"Data reference period: Fourth quarter | Geographical coverage: Total national, excluding overseas territories | System of national accounts: 2008 SNA"
New Zealand,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2010,24.31,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,"Data reference period: Fourth quarter | Geographical coverage: Total national, excluding overseas territories | System of national accounts: 2008 SNA"
New Zealand,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2010,17.46,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,"Data reference period: Fourth quarter | Geographical coverage: Total national, excluding overseas territories | System of national accounts: 2008 SNA"
New Zealand,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2014,32.93,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,"Data reference period: Fourth quarter | Geographical coverage: Total national, excluding overseas territories | System of national accounts: 2008 SNA"
New Zealand,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2014,22.51,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,"Data reference period: Fourth quarter | Geographical coverage: Total national, excluding overseas territories | System of national accounts: 2008 SNA"
New Zealand,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2015,29.25,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,"Data reference period: Fourth quarter | Geographical coverage: Total national, excluding overseas territories | System of national accounts: 2008 SNA"
New Zealand,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2015,19.68,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,"Data reference period: Fourth quarter | Geographical coverage: Total national, excluding overseas territories | System of national accounts: 2008 SNA"
New Zealand,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2016,29.73,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
New Zealand,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2016,19.98,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
New Zealand,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2017,27.17,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
New Zealand,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2017,20.77,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
New Zealand,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2018,25.31,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
New Zealand,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2018,20.74,,Currency: NZL - New Zealand dollar (NZD) | Working time arrangement coverage: Full-time and part time workers,System of national accounts: 2008 SNA
New Zealand,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2019,27.14,,Currency: NZL - New Zealand dollar (NZD) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,"Data reference period: Fourth quarter | Geographical coverage: Total national, excluding overseas territories | System of national accounts: 2008 SNA"
New Zealand,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,NZL - ES - Quarterly Employment Survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2019,20.28,,Currency: NZL - New Zealand dollar (NZD) | Labour cost concept: Compensation of employees | Working time arrangement coverage: Full-time and part time workers,"Data reference period: Fourth quarter | Geographical coverage: Total national, excluding overseas territories | System of national accounts: 2008 SNA"
Poland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,POL - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2012,18.82,,Currency: POL - Zloty (PLN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Poland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,POL - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2012,8.75,,Currency: POL - Zloty (PLN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Poland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,POL - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2016,15.75,,Currency: POL - Zloty (PLN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Poland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,POL - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2016,8.62,,Currency: POL - Zloty (PLN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Poland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,POL - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2017,18.47,,Currency: POL - Zloty (PLN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Poland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,POL - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2017,9.55,,Currency: POL - Zloty (PLN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Poland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,POL - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2018,20.21,,Currency: POL - Zloty (PLN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Poland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,POL - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2018,10.8,,Currency: POL - Zloty (PLN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Poland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,POL - ES - Labour cost survey,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2019,19.46,,Currency: POL - Zloty (PLN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Poland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,POL - ES - Labour cost survey,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2019,10.86,,Currency: POL - Zloty (PLN),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Poland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,POL - ES - Establishment statistical surveys,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2009,13.14,,Currency: POL - Zloty (PLN) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time equivalents,Establishment size coverage: All establishments with at least 10 employees
Poland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,POL - ES - Establishment statistical surveys,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2009,6.58,,Currency: POL - Zloty (PLN) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time equivalents,Establishment size coverage: All establishments with at least 10 employees
Poland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,POL - ES - Establishment statistical surveys,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2010,13.69,,Currency: POL - Zloty (PLN) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time equivalents,Establishment size coverage: All establishments with at least 10 employees
Poland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,POL - ES - Establishment statistical surveys,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2010,7.13,,Currency: POL - Zloty (PLN) | Job coverage: Main job currently held | Working time arrangement coverage: Full-time equivalents,Establishment size coverage: All establishments with at least 10 employees
Poland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,POL - ES - Establishment statistical surveys,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2011,16.14,,Currency: POL - Zloty (PLN) | Working time arrangement coverage: Full-time equivalents,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Establishment size coverage: All establishments with at least 10 employees
Poland,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,POL - ES - Establishment statistical surveys,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2011,7.77,,Currency: POL - Zloty (PLN) | Working time arrangement coverage: Full-time equivalents,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Establishment size coverage: All establishments with at least 10 employees
Portugal,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,PRT - OE - Estimations basées sur l'Enquête Quadriennale sur le Coût de la Main-d'Oeuvre,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2009,15.44,,Currency: PRT - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Nonstandard population coverage | Economic activity coverage: Excluding agriculture | System of national accounts: 1993 SNA
Portugal,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,PRT - OE - Estimations basées sur l'Enquête Quadriennale sur le Coût de la Main-d'Oeuvre,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2009,13.33,,Currency: PRT - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Nonstandard population coverage | Economic activity coverage: Excluding agriculture | System of national accounts: 1993 SNA
Portugal,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,PRT - OE - Estimations basées sur l'Enquête Quadriennale sur le Coût de la Main-d'Oeuvre,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2010,16,,Currency: PRT - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Nonstandard population coverage | Economic activity coverage: Excluding agriculture | System of national accounts: 1993 SNA
Portugal,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,PRT - OE - Estimations basées sur l'Enquête Quadriennale sur le Coût de la Main-d'Oeuvre,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2010,12.94,,Currency: PRT - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Population coverage: Nonstandard population coverage | Economic activity coverage: Excluding agriculture | System of national accounts: 1993 SNA
Portugal,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,PRT - OE - Estimations basées sur l'Enquête Quadriennale sur le Coût de la Main-d'Oeuvre,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2011,17.09,,Currency: PRT - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture | System of national accounts: 1993 SNA
Portugal,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,PRT - OE - Estimations basées sur l'Enquête Quadriennale sur le Coût de la Main-d'Oeuvre,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2011,13.92,,Currency: PRT - Euro (EUR) | Working time arrangement coverage: Full-time and part time workers,Economic activity coverage: Excluding agriculture | System of national accounts: 1993 SNA
Portugal,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,PRT - OE - Estimations basées sur l'Enquête Quadriennale sur le Coût de la Main-d'Oeuvre,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2012,16.96,,Currency: PRT - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Portugal,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,PRT - OE - Estimations basées sur l'Enquête Quadriennale sur le Coût de la Main-d'Oeuvre,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2012,14,,Currency: PRT - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Portugal,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,PRT - OE - Estimations basées sur l'Enquête Quadriennale sur le Coût de la Main-d'Oeuvre,Economic activity (ISIC-Rev.4): B. Mining and quarrying,Currency: U.S. dollars,2016,16.38,,Currency: PRT - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Portugal,Mean nominal hourly labour cost per employee by economic activity -- Harmonized series,PRT - OE - Estimations basées sur l'Enquête Quadriennale sur le Coût de la Main-d'Oeuvre,Economic activity (ISIC-Rev.4): C. Manufacturing,Currency: U.S. dollars,2016,11.84,,Currency: PRT - Euro (EUR),"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
